name,place_id,formatted_address,latitude,longitude,rating,user_ratings_total,website,phone_number,search_query,search_location,category,planning_area,weighted_average_income,total_households,has_website,has_phone,has_rating,search_coverage
Kickboxing Federation of Singapore,ChIJM35XNAAZ2jERKDVk0o8wHSY,"47 Beach Rd, #03-03, Singapore 189683",1.2963463,103.8559396,0.0,0,https://www.kickboxing.org.sg/,,kickboxing,"Pulau Sudong, Singapore",Martial Arts,ROCHOR,0.0,0.0,True,False,False,Local
Singapore Taekwon-do Academy @ Ayer Rajah,ChIJ2clmLWc92jERgPnlOtE9VNE,"150 Pandan Gardens, STA at Ayer Rajah CC, Singapore 609335",1.3207285,103.7474023,5.0,30,https://tkd.sg/,8818 8010,kickboxing,"Pulau Ayer Merbau, Singapore",Martial Arts,CLEMENTI,11191.556927093045,26815.0,True,True,True,Local
Kali Majapahit Martial Arts,ChIJXxQWyP8W2jERgbij450_0Wg,"767 Upper Serangoon Rd, #01-05, Singapore 534635",1.3547058,103.8782931,4.2,10,https://kali-majapahit.com/,6534 5254,kickboxing,"Pulau Serangoon, Singapore",Martial Arts,SERANGOON,12015.227503718394,32272.0,True,True,True,Local
Top Taekwondo Academy(Serangoon),ChIJLR-ORaUX2jEROW8SLai_Few,"64 Yio Chu Kang Rd, Singapore 545567",1.3575084,103.8755845,4.9,13,http://www.toptkd.com.sg/,9171 8833,kickboxing,"Pulau Serangoon, Singapore",Martial Arts,SERANGOON,12015.227503718394,32272.0,True,True,True,Local
Muay Thai Food,ChIJCSk9EAA92jERVidVaFmzPOA,"704 Bedok Reservoir Rd, Singapore 470704",1.3365942,103.9204402,4.8,17,,,Muay Thai,"Bedok, Singapore",Martial Arts,BEDOK,10710.615373350993,78532.0,False,False,True,Local
Singapore Wing Chun Academy,ChIJu17HiGAU2jEREzr435_1hYU,"6 Yishun Industrial Street 1, #08-05 Northview Bizhub, Singapore 768090",1.437263,103.8434029,0.0,0,http://www.singaporewingchun.com/,9199 3166,Muay Thai,"Yishun, Singapore",Martial Arts,SIMPANG,0.0,0.0,True,True,False,Local
Grasio Sports Silat School - Yu Hua CC,ChIJm6X-thsQ2jERtouNU6oNzqw,"90 Boon Lay Wy, Singapore 609958",1.3400187,103.7370949,0.0,0,,9693 7320,Muay Thai,"Jurong East, Singapore",Martial Arts,TENGAH,0.0,0.0,False,True,False,Local
Ministry Of Adventure Pte Ltd,ChIJ4b5Sl4IU2jER3siGwSC5AD4,"2 Venture Dr, #14-02 Vision Exchange, Singapore 608526",1.330041,103.7446328,5.0,40,http://www.ministryofadventure.com/,8748 6422,Muay Thai,"Jurong East, Singapore",Martial Arts,JURONG EAST,9505.716574437702,22408.0,True,True,True,Local
Muay Thai Boxing Showroom (MTBS) - MMA Equipment / Gear @ Onyx MMA,ChIJgTQ1_EQZ2jERwUoJ7Th6SpI,"Safra Jurong, Fitness wing, 333 Boon Lay Wy, Level 4 Inside Onyx MMA, Singapore 649848",1.3354052,103.7059808,0.0,0,http://www.muaythaisgshop.com/,9451 8206,Muay Thai,"Jurong West, Singapore",Martial Arts,JURONG WEST,9632.399985216842,74409.0,True,True,False,Local
The MuayThai Workshop,ChIJHUX0eOwZ2jER5vYbmvBMa8M,"1 Anthony Rd, Singapore 229944",1.310608,103.838911,5.0,1,http://www.muaythaiworkshop.com/,6235 4315,Muay Thai,"Pulau Tekong Kechil, Singapore",Martial Arts,NEWTON,0.0,0.0,True,True,True,Local
Jungle Martial Arts,ChIJE9jPTO0Z2jERxL7ZmOqc0e8,"41A N Canal Rd, Singapore 059297",1.2871506,103.8468728,5.0,12,http://www.junglemartialarts.sg/,8498 6420,MMA gym,"Tiong Bahru, Singapore",Gym,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
Maverick Martial Arts,ChIJJcfqnBIY2jER7mSagLiF3ec,"322 Joo Chiat Rd, Singapore 427579",1.3093051,103.9023354,4.6,28,https://www.facebook.com/maverickmartialartssg/,,MMA gym,"Katong, Singapore",Gym,MARINE PARADE,12828.006335837315,13179.0,True,False,True,Local
Gracie Barra Singapore,ChIJ4W89-AoZ2jERoow33HoTK3Q,"37 Middle Rd, #04-00 UWEEI Building, Singapore 188946",1.297143,103.8554486,4.9,54,http://graciebarra.com.sg/,6931 3099,Brazilian Jiu-Jitsu,Singapore,Others,ROCHOR,0.0,0.0,True,True,True,General
Enjoy The Process — Jiu Jitsu Academy,ChIJA0WHPQAZ2jERLKPTb3t3QyQ,"311b Jln Besar, #03-01, Singapore 208970",1.311343,103.859107,5.0,23,http://www.etpbjj.com/,0813-2570-8458,Brazilian Jiu-Jitsu,Singapore,Others,KALLANG,10084.228177543,31046.0,True,True,True,General
Carpe Diem BJJ Central,ChIJB2_ApCwZ2jERm_dVJRd2kn8,"64 Spottiswoode Park Rd, #01-01, Singapore 088652",1.2767759,103.8369255,4.4,25,https://www.carpediembjj.sg/,8891 6798,Brazilian Jiu-Jitsu,Singapore,Martial Arts,OUTRAM,9371.743688254664,5466.0,True,True,True,General
The Gentle Art Academy (Novena),ChIJ4Wg9HqEZ2jER5zBz-eTBRvU,"Thomson Rd, #01-39 101, Singapore 307591",1.317325,103.8435452,5.0,12,https://thegentleartacademy.com/,6022 1734,Brazilian Jiu-Jitsu,Singapore,Others,NOVENA,12399.320787338742,15038.0,True,True,True,General
Singapore Ju-Jitsu Association,ChIJeW9F1Lgb2jERiKRoDGSsNLI,"100 Pasir Panjang Rd, #05-06, Singapore 118518",1.2754932,103.7957896,5.0,49,http://www.jujitsu.org.sg/,,Brazilian Jiu-Jitsu,Singapore,Others,QUEENSTOWN,10724.055500982318,28504.0,True,False,True,General
Ronin Jiu-Jitsu Academy,ChIJ525I5qYZ2jERENWhcWilZ2Y,"155 Kitchener Rd, Singapore 208528",1.3100932,103.8568885,0.0,0,https://www.roninjjacademy.com/,8922 5979,Brazilian Jiu-Jitsu,"Tampines, Singapore",Others,KALLANG,10084.228177543,31046.0,True,True,False,Local
Grasio Sports Silat School - Sengkang CC,ChIJlwnHnA0W2jERGsuun2XMDX4,"Sengkang Square, Singapore 545025",1.3925058,103.8943664,0.0,0,,9693 7320,Brazilian Jiu-Jitsu,"Sengkang, Singapore",Martial Arts,SENGKANG,10549.841220784238,72478.0,False,True,False,Local
Self Defense Classes Singapore,ChIJ5au60U8Q2jERkta85GLTdaw,"Lam Soon Industrial Building, 63 Hillview Ave, Singapore 669569",1.3570307,103.763132,5.0,1,http://www.jkd.com.sg/self-defense-classes-singapore/,9005 9173,Brazilian Jiu-Jitsu,"Bukit Batok, Singapore",Others,BUKIT BATOK,10063.376106008258,47468.0,True,True,True,Local
Trifecta Martial Arts (Harbourfront),ChIJ_xUh5xEb2jERCikB11v21s0,"370A Telok Blangah Rd, lvl 2, Singapore 098835",1.2691086,103.8146549,5.0,1,http://www.trifecta.com.sg/,8111 7019,Brazilian Jiu-Jitsu,"Queenstown, Singapore",Others,BUKIT MERAH,10092.468693505003,45358.0,True,True,True,Local
SAFRA Yishun Country Club,ChIJW75052sU2jERgZLDUbmKlPA,"60 Yishun Ave 4, Singapore 769027",1.4241052,103.8407026,4.3,3248,https://www.safra.sg/,6852 8200,Brazilian Jiu-Jitsu,"Changi Village, Singapore",Others,YISHUN,9019.018663760686,65153.0,True,True,True,Local
Singapore Sports School,ChIJ46Nqy7sT2jERtbm1OJhbUVo,"1 Champions Way, Singapore 737913",1.4265,103.7891347,4.5,80,http://www.sportsschool.edu.sg/,6766 0100,Brazilian Jiu-Jitsu,"Pulau Ayer Merbau, Singapore",Others,MANDAI,0.0,0.0,True,True,True,Local
Tanglin Community Club,ChIJia6dov4Z2jERjdeO3xGAx8U,"245 Whitley Rd, Singapore 297829",1.3233488,103.8268267,4.2,316,https://www.onepa.gov.sg/cc/tanglin-cc,6251 3922,Brazilian Jiu-Jitsu,"Pulau Ayer Merbau, Singapore",Others,NOVENA,12399.320787338742,15038.0,True,True,True,Local
S A Judo Academy (Tampines Dojo),ChIJlf54ihU92jERFfOog2fl7Rg,"6 Tampines Street 92, #03-12 yo:HA Commercial @ Tampines, Singapore 528893",1.3434137,103.9415499,4.0,1,http://www.sajudo.com/,9756 3216,BJJ academy,"Tampines, Singapore",Martial Arts,TAMPINES,10327.216990999425,72662.0,True,True,True,Local
Op Academy,ChIJ__2Ogm8V2jERjqt07q8-xZI,"BLK 259 Yishun Street 22, Singapore 760259",1.43494,103.8392064,0.0,0,http://opacademy.net/adult-self-defence/,9106 6242,BJJ academy,"Yishun, Singapore",Martial Arts,SIMPANG,0.0,0.0,True,True,False,Local
Authentic Ippon Academy (JESC),ChIJz2OYOvoP2jERa70bwLD6Bjc,"21 Jurong East Street 31, ActiveSG Sport Centre, Singapore 609517",1.3466886,103.7286449,0.0,0,https://authenticippon.com/contact/,9823 3632,BJJ academy,"Jurong East, Singapore",Martial Arts,TENGAH,0.0,0.0,True,True,False,Local
S A Judo Academy (Headquarters @ Bukit Timah),ChIJW6JdeGEQ2jER26VJz5ySH9E,"33 Lor Kilat, #01-03, Singapore 598132",1.3414663,103.7722704,4.7,15,http://sajudo.com/,9731 0552,BJJ academy,"Bukit Batok, Singapore",Martial Arts,BUKIT BATOK,10063.376106008258,47468.0,True,True,True,Local
Singapore Budo Academy,ChIJL5gyuf4Z2jERGOFRxPEgNnc,"520 Sims Ave, #02-02, Singapore 387580",1.3161666,103.8892527,0.0,0,https://singaporebudo.com/,9006 8375,BJJ academy,"Geylang, Singapore",Martial Arts,GEYLANG,9511.15418625147,34040.0,True,True,False,Local
TOP Taekwondo Academy(Paya Lebar),ChIJu3Je_NgZ2jERMjWNs3ruSck,"10 Eunos Rd 8, #01-201/202 Singpost Center, Singapore 408600",1.3189418,103.8944605,4.7,12,https://toptkd.com.sg/,8074 9560,BJJ academy,"Paya Lebar, Singapore",Martial Arts,GEYLANG,9511.15418625147,34040.0,True,True,True,Local
Kudo (Japanese MMA) @ Mountbatten - by Lionheart Academy,ChIJN3aSdqMZ2jERYKJVFgSTFyc,"231 Mountbatten Rd, #01-02/ -03 OASIS SWIMCLUB, Singapore 397999",1.3090683,103.88101,0.0,0,https://www.lionheartacademy.sg/programs.html,,BJJ academy,"Mountbatten, Singapore",Martial Arts,GEYLANG,9511.15418625147,34040.0,True,False,False,Local
Singapore Judo Club,ChIJiVlnLzgY2jERAVNRfH42fJE,"570 Havelock Rd, Singapore 169640",1.2896736,103.8307737,4.3,8,http://www.judo.sg/,,judo,Singapore,Martial Arts,SINGAPORE RIVER,0.0,0.0,True,False,True,General
Tanglin Judo Club,ChIJIYEyc7UZ2jERe66b68DL9Ow,"245 Whitley Rd, Tanglin CC, Singapore 297829",1.3234872,103.8267974,4.0,1,https://www.instagram.com/tanglinjudo/,9460 8336,judo,Singapore,Martial Arts,NOVENA,12399.320787338742,15038.0,True,True,True,General
Singapore Judo Federation,ChIJn_2xt00a2jERHaaom1qqtxc,"1 Guillemard Cres, Singapore 399913",1.3095779,103.880019,4.7,23,http://www.sjf.sg/,6348 9792,judo,Singapore,Martial Arts,GEYLANG,9511.15418625147,34040.0,True,True,True,General
S A Judo Academy (Whampoa Branch),ChIJNS4MhdcZ2jERgq1CxlUjIKg,"300 Whampoa Dr, Singapore 327737",1.3240298,103.8565393,0.0,0,http://www.sajudo.com/,9697 4925,judo,Singapore,Martial Arts,TOA PAYOH,10071.888371896875,35569.0,True,True,False,General
Tanglin Kendo Club,ChIJnYEywpAZ2jEROVjgmNSQj2k,"245 Whitley Rd, Tanglin Community Club, Singapore 297829",1.3235119,103.8269397,5.0,1,https://m.facebook.com/tanglinkendo/,,judo,Singapore,Martial Arts,NOVENA,12399.320787338742,15038.0,True,False,True,General
Island Judo Club,ChIJ1aYdSzU92jERYkNfhgwhmoM,"10 Jln Ubi, Singapore 409075",1.3181899,103.9007425,4.8,5,https://www.facebook.com/groups/7593155349/,9066 1697,judo,"Marina Bay, Singapore",Martial Arts,GEYLANG,9511.15418625147,34040.0,True,True,True,Local
ILDO Taekwondo Academy (Bedok),ChIJ5x_8orQi2jERI4VjVfUseyg,"750 Chai Chee Rd, #01-15 ESR Bizpark @ Chai Chee (Formerly Viva Business Park, Singapore 469000",1.323533,103.922665,5.0,149,http://www.ildotaekwondo.org/,9677 5860,judo,"Bedok, Singapore",Martial Arts,BEDOK,10710.615373350993,78532.0,True,True,True,Local
Grasio Sports Silat School - Tampines Changkat Zone '4' RC,ChIJhVd6xRs92jER09HaZJQNgO8,"285 Tampines Street 22, Block 285, Singapore 520285",1.3500494,103.9528594,0.0,0,,9693 7320,judo,"Pasir Ris, Singapore",Martial Arts,TAMPINES,10327.216990999425,72662.0,False,True,False,Local
Goju Ryu Karate Do Association of Singapore (GRKAS) Woodlands CC Dojo 新加坡剛柔流空手道協会-兀蘭支部,ChIJqUEfIwgT2jER6D5x9zyeL2M,"1 Woodlands Street 81, Singapore 738526",1.439804,103.7883019,0.0,0,http://www.gojuryusg.org/,,judo,"Woodlands, Singapore",Martial Arts,WOODLANDS,9184.241848443537,70416.0,True,False,False,Local
J H Kim Taekwondo Institute (Woodlands),ChIJq6hscN0T2jERatqse5VJgHk,"30 Woodlands Ave 1, #01-10A The Woodgrove S, Singapore 739065",1.4291933,103.7813084,4.2,5,http://www.tkd-bukittimah.com/,6891 2373,judo,"Woodlands, Singapore",Martial Arts,WOODLANDS,9184.241848443537,70416.0,True,True,True,Local
Grasio Sports Silat School - Woodlands Zone '2' RC,ChIJrd9w7wsT2jERhnXjLKda17o,"846 Woodlands Ave 4, Block 846 Block 846, Singapore 730846",1.4434833,103.7934619,0.0,0,http://facebook.com/grasioschool/,9693 7320,judo,"Woodlands, Singapore",Martial Arts,WOODLANDS,9184.241848443537,70416.0,True,True,False,Local
Grasio Sports Silat School - Woodlands Zone '9' RC,ChIJPY3AeZ8T2jERn4RQKTnAigo,"656 Woodlands Ring Rd, 656, Singapore 730656",1.4369834,103.7991654,0.0,0,,9693 7320,judo,"Woodlands, Singapore",Martial Arts,MANDAI,0.0,0.0,False,True,False,Local
J H Kim Taekwondo Institute (North),ChIJ9T5yHGMT2jERUz0MQ3sVkwk,"355 Sembawang Wy, #02-03, Singapore 750355",1.4496894,103.8188259,4.8,9,http://www.tkd-bukittimah.com/,6754 1068,judo,"Sembawang, Singapore",Martial Arts,SEMBAWANG,9856.022017546808,29749.0,True,True,True,Local
Grasio Sports Silat School - Chong Pang Zone '9' RC,ChIJ3y5wyGMT2jERnwIe3pTygtg,"411 Sembawang Dr, Block 411, Singapore 750411",1.452294,103.818047,0.0,0,,9693 7320,judo,"Sembawang, Singapore",Martial Arts,SEMBAWANG,9856.022017546808,29749.0,False,True,False,Local
Sports Academy Of Wushu,ChIJlRwubA4T2jERP6s0WA3aMfs,"2 Sembawang Cres, #01-01, Singapore 757632",1.4448028,103.8197695,0.0,0,https://wushuacademy.org/,,judo,"Sembawang, Singapore",Martial Arts,SEMBAWANG,9856.022017546808,29749.0,True,False,False,Local
Taekwondo (Singapore Taekwondo Federation),ChIJfbfyLAAV2jERY3UfR9qgqBg,"Yishun Street 42, Everspring Park @ Yishun, Singapore",1.4272854,103.8516821,5.0,1,https://www.onepa.gov.sg/courses/taekwondo-singapore-taekwondo-federation-healthiersg-c027144899,8891 5929,judo,"Yishun, Singapore",Martial Arts,SIMPANG,0.0,0.0,True,True,True,Local
Kekhomewsd,ChIJI_SLRvcX2jERFpETUlndA04,"451 Yio Chu Kang Rd, Singapore 805947",1.3905191,103.8539869,0.0,0,,20 315 884,judo,"Yishun, Singapore",Martial Arts,ANG MO KIO,9398.25493644068,47200.0,False,True,False,Local
Grasio Sports Silat School - Bishan North CC,ChIJa3HIpRgX2jERdgCHrx11dHU,"233 Bishan Street 22, Singapore 570233",1.3586286,103.8453618,0.0,0,,9693 7320,judo,"Bishan, Singapore",Martial Arts,BISHAN,12483.410944381014,24524.0,False,True,False,Local
JOHAN TAEKWONDO THOMSON TEAM JANG,ChIJY0pbyHUX2jERRROoqOnXZcg,"200 Upper Thomson Rd, #01-06 Thomson Imperial Court, Singapore 574424",1.3518453,103.8360304,5.0,159,http://www.johantaekwondo.com/,6252 3083,judo,"Bishan, Singapore",Martial Arts,BISHAN,12483.410944381014,24524.0,True,True,True,Local
JOHAN TAEKWONDO TOA PAYOH CENTRAL TEAM JANG,ChIJda-WyxUX2jERP0rBRS-trI0,"Blk 177 Toa Payoh Central, #01-168, Singapore 310177",1.3339454,103.8496601,5.0,4,http://www.johantaekwondo.com/,9372 1440,judo,"Toa Payoh, Singapore",Martial Arts,TOA PAYOH,10071.888371896875,35569.0,True,True,True,Local
Toa Payoh Central Community Club,ChIJW7BptGEX2jERMRaGgsi2fNM,"93 Toa Payoh Central, Singapore 319194",1.3347998,103.8503959,4.3,124,,6252 1249,judo,"Toa Payoh, Singapore",Martial Arts,TOA PAYOH,10071.888371896875,35569.0,False,True,True,Local
Hanmudo Association Singapore - Office Correspondence,ChIJj1JRcQkX2jER2zHNhBKMkig,"131 Serangoon Ave 3, Singapore 556112",1.3504706,103.8646872,5.0,1,http://www.hanmudo-hapkido.com/,9623 5493,judo,"Serangoon, Singapore",Martial Arts,SERANGOON,12015.227503718394,32272.0,True,True,True,Local
JowGaKungFu Academy Singapore,ChIJFTU6ZQsX2jEREIGMyQUyx3c,"50 Serangoon North Ave 4, #06-18 First Centre, Singapore 555856",1.3755196,103.8757554,5.0,2,http://jowgakungfu.sg/,9109 3559,judo,"Serangoon, Singapore",Martial Arts,SERANGOON,12015.227503718394,32272.0,True,True,True,Local
Grasio Sports Silat School - The Serangoon,ChIJi3J4N1EW2jERWnBuIumHo5I,"10 Serangoon North Ave. 2, Singapore 555877",1.3699379,103.8742649,0.0,0,,9693 7320,judo,"Serangoon, Singapore",Martial Arts,SERANGOON,12015.227503718394,32272.0,False,True,False,Local
FightSpur Karate (Kovan - Surin Park),ChIJR-jcNhIV2jER4eCVRs70cLs,"71 Surin Ave, Singapore 535650",1.3556641,103.8836698,5.0,19,https://www.fightspur.com/,9784 6111,judo,"Hougang, Singapore",Martial Arts,HOUGANG,10153.063186096142,65133.0,True,True,True,Local
Hitoshinkan Budo Academy,ChIJk_AsB-0V2jERqIO44NliN74,"9 Sentul Cres, Singapore 821313",1.4103163,103.9061147,5.0,1,https://hitoshinkan.wixsite.com/mysite,,judo,"Punggol, Singapore",Martial Arts,PUNGGOL,10475.132530236871,51758.0,True,False,True,Local
Singapore Taekwon-do Academy @ Punggol Gardens,ChIJYwdP0hcW2jER6752fY-Qrko,"Punggol East, Master Aaron Huan 6th Dan 171 C Basketball Court, Singapore 821163",1.3949049,103.9134293,4.9,17,https://tkd.sg/,9855 5446,judo,"Punggol, Singapore",Martial Arts,PUNGGOL,10475.132530236871,51758.0,True,True,True,Local
Singapore Taekwon-do Academy @ GIIS Punggol,ChIJOX6bTTQa2jERB6qyswKDMP8,"Punggol Field Walk, Global Indian International, Singapore 828649",1.3902885,103.9112973,4.5,2,https://tkd.sg/,8818 8010,judo,"Punggol, Singapore",Martial Arts,PUNGGOL,10475.132530236871,51758.0,True,True,True,Local
Global Taekwondo Academy (By Team Champions),ChIJ2yQT7gYV2jERkzVy2unkSkg,"681 Punggol Dr., #03-01 Oasis Terraces, Singapore 820681",1.4026301,103.9129247,5.0,1,https://taekwondosingapore.com/,8096 8528,judo,"Punggol, Singapore",Martial Arts,PUNGGOL,10475.132530236871,51758.0,True,True,True,Local
aikiForest Aikido @ Rivervale Mall,ChIJ2_yg51QX2jER7HNl_KzredM,"11 Rivervale Cres, #02-01c Rivervale Mall, Singapore 545082",1.3923205,103.9045208,5.0,37,https://www.aikiforest.com/,8874 4830,judo,"Sengkang, Singapore",Martial Arts,PUNGGOL,10475.132530236871,51758.0,True,True,True,Local
Goju Ryu Karate Do Association of Singapore (Buangkok),ChIJb96PSdcX2jERxfBBOu6FD2U,"74 Compassvale Bow, Singapore 544692",1.3823975,103.892213,5.0,15,http://www.gojuryusg.org/,,judo,"Sengkang, Singapore",Martial Arts,SENGKANG,10549.841220784238,72478.0,True,False,True,Local
Singapore Taekwon-do Academy @ Sengkang Fernvale F RC,ChIJta_r2XoW2jER-BOnjREAuUY,"Sengkang West Zone F RC, (Tuesdays 7.30 PM, Ms Anjanette Huan, 4th Dan, at 436B Court), #01-05, 437 Fernvale Rd, Singapore 790437",1.3925224,103.8770113,3.0,4,https://tkd.sg/,8877 2210,judo,"Sengkang, Singapore",Martial Arts,SENGKANG,10549.841220784238,72478.0,True,True,True,Local
Singapore Taekwon-do Academy @ Boon Lay CC,ChIJlXOdfsEP2jER0XDcaIhKvzg,"Boon Lay Community Centre, (Wednesdays 8.30 PM, Grandmaster Henry Low, 8th Dan),, 10 Boon Lay Pl, Singapore 649882",1.3482826,103.7116161,0.0,0,https://tkd.sg/,8818 8010,judo,"Jurong West, Singapore",Martial Arts,JURONG WEST,9632.399985216842,74409.0,True,True,False,Local
Singapore Taekwon-do Academy Boon Lay H,ChIJve9Xe5QP2jER5HQBKnFaKwY,"667D Jurong West Street 65, #01-131, Singapore 644667",1.3416605,103.7023516,0.0,0,https://tkd.sg/boon-lay-h-jurong.html,8818 8010,judo,"Jurong West, Singapore",Martial Arts,JURONG WEST,9632.399985216842,74409.0,True,True,False,Local
Aikido Shinjukai HomeTeamNS Bukit Batok,ChIJSWD4AQAR2jER0T2fbfaHZrg,"2 Bukit Batok West Ave 7, Singapore 659003",1.3658161,103.750596,5.0,1,https://aikidoshinjukai.com.sg/aikido-shinju-kai-dojos.html,6513 1588,judo,"Bukit Batok, Singapore",Martial Arts,BUKIT BATOK,10063.376106008258,47468.0,True,True,True,Local
Aikido Federation Singapore,ChIJb0mjxQ8a2jERDDR9C-w2g3U,"23 Bukit Batok East Ave 4, Singapore 659841",1.3490441,103.7582723,4.8,5,http://www.aikidofederation.com/,9669 2851,judo,"Bukit Batok, Singapore",Martial Arts,BUKIT BATOK,10063.376106008258,47468.0,True,True,True,Local
Grasio Sports Silat School - Bukit Batok CC,ChIJqy81tD4Q2jERP99yc1SE3xs,"21 Bukit Batok Central, Singapore 659959",1.3503,103.7475599,0.0,0,,9693 7320,judo,"Bukit Batok, Singapore",Martial Arts,BUKIT BATOK,10063.376106008258,47468.0,False,True,False,Local
Bukit Batok East Community Club,ChIJz9f-20MQ2jERCEDdxLvPfFk,"268 Bukit Batok East Ave 4, #01-256, Singapore 650268",1.3493318,103.7591068,4.0,622,https://www.facebook.com/bukitbatokeast/,6565 9330,judo,"Bukit Batok, Singapore",Martial Arts,BUKIT BATOK,10063.376106008258,47468.0,True,True,True,Local
Grasio Sports Silat School - Bukit Panjang Zone '7' RC,ChIJZbyrG6ER2jERu9bOEmhZrG8,"Bukit Panjang Ring Rd, #01-159 Block 242, Singapore 760242",1.380122,103.7718345,0.0,0,,9693 7320,judo,"Bukit Panjang, Singapore",Martial Arts,BUKIT PANJANG,10223.16462037638,38525.0,False,True,False,Local
Club Aikido (Singapore),ChIJl63AeyIR2jER8p_samH7wQ0,"8 Pending Rd, Singapore 678295",1.376001,103.770687,0.0,0,https://clubaikido.wixsite.com/home,9824 1280,judo,"Bukit Panjang, Singapore",Martial Arts,BUKIT PANJANG,10223.16462037638,38525.0,True,True,False,Local
Club Aikido (Singapore),ChIJiwg8b6wR2jER1SI5WQtRjOc,"1 Segar Rd, Singapore 677738",1.3867202,103.7715202,0.0,0,https://clubaikido.wixsite.com/home,9824 1280,judo,"Bukit Panjang, Singapore",Martial Arts,CHOA CHU KANG,10535.758835482462,52657.0,True,True,False,Local
Aikido Shinjukai Chua Chu Kang Community Club,ChIJA5TjJwAR2jERIUVS5QbXmYI,"35 Teck Whye Ave, Chua Chu Kang Community Club, Singapore 688892",1.3811877,103.7518505,0.0,0,https://aikidoshinjukai.com.sg/contact-us.html,6513 1588,judo,"Choa Chu Kang, Singapore",Martial Arts,CHOA CHU KANG,10535.758835482462,52657.0,True,True,False,Local
Singapore Taekwon-do Academy @ Yew Tee CC,ChIJRX24mPER2jER0NSXz06KYJ0,"20 Choa Chu Kang Street 52, Yew Tee CC Taekwondo, Singapore 689286",1.3949879,103.7448223,4.9,8,https://tkd.sg/,8818 8010,judo,"Choa Chu Kang, Singapore",Martial Arts,CHOA CHU KANG,10535.758835482462,52657.0,True,True,True,Local
Wushu Cafe,ChIJdT2Hpe0R2jER2LAOsJ7W0S8,"Choa Chu Kang Street 53, Singapore",1.3912823,103.747286,5.0,1,,9863 6093,judo,"Choa Chu Kang, Singapore",Martial Arts,CHOA CHU KANG,10535.758835482462,52657.0,False,True,True,Local
KTMA Academy NeWest,ChIJ2X0GwucZ2jER1E3naP2AT24,"1 W Coast Dr, #01-08/09 NeWest, Singapore 128020",1.3161279,103.7573674,4.6,14,http://www.ktma.sg/,8727 7712,judo,"Clementi, Singapore",Martial Arts,CLEMENTI,11191.556927093045,26815.0,True,True,True,Local
Grasio Sports Silat School - West Coast CC,ChIJNV8H6_Ea2jERUpWY2E91VbI,"2 Clementi West Street 2, Singapore 129605",1.302569,103.764943,0.0,0,,9693 7320,judo,"Clementi, Singapore",Martial Arts,CLEMENTI,11191.556927093045,26815.0,False,True,False,Local
Grasio Sports Silat School - Queenstown CC,ChIJCUUd0zka2jERctAXv5XlBUM,"365 Commonwealth Ave, Singapore 149732",1.2991152,103.8014772,0.0,0,,9693 7320,judo,"Queenstown, Singapore",Martial Arts,QUEENSTOWN,10724.055500982318,28504.0,False,True,False,Local
Ashihara Karate @ BVCC - by Lionheart Academy,ChIJnXDjIGoa2jERgj02uA5nbW0,"36 Holland Dr, Buona Vista Community Club, Singapore 270036",1.3093317,103.7926992,5.0,7,http://www.lionheartacademy.sg/programs,,judo,"Queenstown, Singapore",Martial Arts,QUEENSTOWN,10724.055500982318,28504.0,True,False,True,Local
Singapore Taekwon-do Academy @ Tiong Bahru,ChIJFTX9P3oZ2jERctf5TFE4sFY,"Tiong Bahru CC, Seng Poh Rd, 67A Eu Chin St, 67A, Singapore 169715",1.2833376,103.8317752,4.9,10,https://tkd.sg/,9855 5446,judo,"Tiong Bahru, Singapore",Martial Arts,SINGAPORE RIVER,0.0,0.0,True,True,True,Local
Tommy Carruthers Jeet Kune Do School,ChIJj6yLyzoY2jERdPM4oE2-TM8,"The Atrix Building #02-03, 82 Lor 23 Geylang, Singapore 388409",1.31675,103.881384,5.0,1,http://www.jkd.com.sg/tommy-carruthers-singapore/,9005 9173,judo,"Geylang, Singapore",Martial Arts,GEYLANG,9511.15418625147,34040.0,True,True,True,Local
Grasio Sports Silat School - Geylang East Grove RC,ChIJf39_ayMY2jERxcgNXI0Ot0o,"124 Geylang East Ave 1, #01-37 Block 124, Singapore 380124",1.3183824,103.8866405,0.0,0,,9693 7320,judo,"Geylang, Singapore",Martial Arts,GEYLANG,9511.15418625147,34040.0,False,True,False,Local
Momentum Taekwondo (Paya Lebar Zone 7),ChIJ6RPkCUoX2jERzXzAlgr0CJU,"Paya Lebar Zone '7, #1-412 Residents' Committee Centre, Singapore 530132",1.3509686,103.8869055,0.0,0,http://www.momentumtkd.sg/,8748 1410,judo,"Paya Lebar, Singapore",Martial Arts,HOUGANG,10153.063186096142,65133.0,True,True,False,Local
"Johan Taekwondo Institute - Katong, Singapore",ChIJDcPmZZEZ2jER8jpTs5kAXZU,"865 Mountbatten Rd, #02-33 Katong Shopping Centre, Singapore 437844",1.3041811,103.9009177,5.0,76,https://johantaekwondo.com/,9832 3994,judo,"Marine Parade, Singapore",Martial Arts,MARINE PARADE,12828.006335837315,13179.0,True,True,True,Local
