name,place_id,formatted_address,latitude,longitude,rating,user_ratings_total,website,phone_number,search_query,search_location
Vitality Pilates (Tai Seng),ChIJLbvFUIMX2jERC_MPYbN-SzI,"65 Ubi Rd 1, #01-81 Oxley Bizhub, Singapore 408729",1.3328288,103.8902581,0.0,0,https://www.vitalitypilates.sg/,8292 5890,pilates studio,"MacPherson, Singapore"
Pilates with Natasha,ChIJIW_5XjsR2jER8So2JuaiwDk,"52 Kheam Hock Rd, Singapore 298815",1.3289813,103.8203118,5.0,12,http://www.pilateswithnatasha.sg/,9007 9257,pilates studio,"MacPherson, Singapore"
The Moving Body East Coast | Pilates & GYROTONIC®,ChIJfV6TcHIY2jER1jBwxxhJQ0k,"364 Joo Chiat Rd, Singapore 427609",1.3082646,103.9030935,4.8,22,http://www.themovingbodygroup.com/,8222 3853,pilates studio,"Katong, Singapore"
Pilates Return to Life,ChIJDeeD8SEZ2jER-wEh-Iz2LTc,"263 Tanjong Katong Rd, #01-04 Suites@Katong, Singapore 437050",1.3077799,103.8954638,0.0,0,,9691 6029,pilates studio,"Katong, Singapore"
STAR ELITE FITNESS - KATONG THE FLOW,ChIJA3OeTgAZ2jER0ctBAXHPnac,"66 E Coast Rd, Singapore 428778",1.3049829,103.903945,0.0,0,,,pilates studio,"Katong, Singapore"
Becky Pilates,ChIJxTTSZ50Z2jERBW9hnIZVOMo,"125 Arthur Rd, Singapore 439829",1.2989022,103.8871676,5.0,1,https://bppilates.com/,8332 3588,pilates studio,"Marine Parade, Singapore"
Vhagar Pilates,ChIJP_4pYm892jERZUDKB24IVvE,"457 Pasir Ris Drive 4, #09-301 NIL, Singapore 510457",1.37196,103.959465,0.0,0,,,pilates studio,"Pasir Ris Park, Singapore"
Reform Fitness Sg,ChIJm7pM3qI92jERDhQgOuOnSR4,"Blk 605d Tampines Street 61, #03-360, Singapore 524605",1.3625689,103.9362285,5.0,3,,9661 6071,pilates studio,"Pasir Ris Park, Singapore"
Pause Studio Physio & Pilates,ChIJEUwiGoYZ2jERG8wJLVK_xGc,"111 N Bridge Rd, #06-11 Peninsula Plaza, Singapore 179098",1.2923407,103.8508826,0.0,0,http://www.pausestudio.sg/,8629 8620,pilates studio,"St John's Island, Singapore"
pilates with may (dempsey),ChIJR9Ir2Qcb2jERauDYnUMOqKA,"27a Loewen Rd, Singapore 248839",1.303507,103.811898,5.0,4,https://www.pilateswithmay.com/,8181 9425,pilates studio,"Pulau Pawai, Singapore"
The Pilates Space,ChIJBZa6QY4Z2jER-GoGN1ISrR0,"20 Cecil St, #07-02, Singapore 049705",1.282984,103.8505203,5.0,5,,8066 1743,pilates studio,"Pulau Satumu, Singapore"
Breathe Pilates - Raffles Quay,ChIJe-i3sB8X2jERN_dARfOZYu4,"6 Raffles Quay, #11-01/02, Singapore 048580",1.2819285,103.8514565,3.9,12,http://www.breathepilates.com.sg/,6571 0665,pilates studio,"Pulau Satumu, Singapore"
No Nonsense Personal Training Singapore,ChIJmXug9mNiCGoRxfvGarhBTVk,"#321 Orchard Shopping Centre, Singapore 238866",1.301604,103.837772,5.0,17,https://www.nononsensepersonaltraining.com/,8399 0525,personal_trainer,Singapore
Physique 360,ChIJ838dKaQQ2jER98uSl0ZQ3YE,"41 Namly Ave, Rm 1.01 Level 1 SIM Management House, 41, Singapore 267616",1.3259884,103.7999822,4.9,18,http://www.physique360.guru/,9423 0244,personal_trainer,Singapore
Results! Personal Training (House-call),ChIJn_VLBPkZ2jERtgVOz-bHvYQ,"151 Stevens Rd, Singapore 257872",1.3201118,103.8250489,5.0,17,https://www.pt.com.sg/,8503 7888,personal_trainer,Singapore
Oompf! Fitness - Personal Training Gym - Bukit Timah,ChIJb2C9MvQR2jER8oUg2id0D8E,"805 Bukit Timah Rd, #01-02, Singapore 279883",1.3313533,103.7952486,5.0,15,https://oompf.com.sg/bukit-timah,8878 5659,personal_trainer,Singapore
Ezfit Singapore,ChIJidQPto4a2jERTZ4mcU2W0bY,"9 Ardmore Park, Singapore 259955",1.309401,103.829723,5.0,45,http://www.ezfit.sg/,9007 9742,personal_trainer,Singapore
Gold's Gym Personal Training - Dempsey,ChIJq4Pow2gR2jEROR057EyekUA,"75G Loewen Rd, Singapore 248844",1.3021342,103.813008,4.9,51,http://goldsgym.com.sg/,8153 7888,personal_trainer,Singapore
SuRge Personal Training Gym Singapore,ChIJwfmEry4Z2jERKQ-DoRW2Fxw,"79 Anson Rd, #01- 04, Singapore 079906",1.2743741,103.8455311,5.0,348,https://surge-pt.com/,,personal_trainer,Singapore
Fitness Tutor by Coach Paul Kuck,ChIJ43CswUAa2jERdiBYvRaToh8,"1 Commonwealth Ln, #04-04, Singapore 149544",1.3044888,103.7967184,5.0,49,http://www.coachpaulkuck.com/,9751 3400,personal_trainer,Singapore
Private Coaching,ChIJr6WqyNwZ2jERE6A05jCQ0OQ,"1A Lady Hill Rd, #2-3, Singapore 258685",1.3107019,103.8247708,5.0,1,http://privatecoaching.sg/,8852 1156,personal_trainer,Singapore
Flex Fitness,ChIJv45dMSA92jERDu9ehYGLbyw,"292 River Valley Rd, Singapore 238333",1.2953014,103.8416526,4.9,68,https://www.flexfitness.sg/,8042 1772,personal_trainer,Singapore
Ptworks Singapore,ChIJi0LbpMUX2jERCiTxkhWAoAY,"Orchard Rd, Singapore 319389",1.3016688,103.8397635,5.0,40,https://ptworks.sg/,9694 1358,personal_trainer,Singapore
Athlèse Fitness Personal Training-Bukit Timah,ChIJb9OOlYUR2jERziLHbuyJieo,"11 Jln Bingka, Singapore 588908",1.3409472,103.7799487,5.0,19,http://athlese.co/,8125 6812,personal_trainer,Singapore
Ultimate Performance Personal Trainers Singapore CBD,ChIJX0j3IAwZ2jERJ1fmJiOzhjY,"8 Cross Street Ground Floor, Singapore 048424",1.2826931,103.8490053,5.0,1313,https://ultimateperformance.com/personal-trainer/singapore/singapore-central-business-district/?utm_source=google+business&utm_medium=organic&utm_campaign=gmb+singapore+cbd,6536 8649,personal_trainer,Singapore
LVFT Personal Training,ChIJU-EXENcZ2jERhvhwwikR3_U,"181 Orchard Rd, #06-25 Central, Singapore 238896",1.3007345,103.8395556,5.0,64,https://www.lvftpersonaltraining.com/,8513 2119,personal_trainer,"Orchard Road, Singapore"
Hao Fitness SG,ChIJvVZLV7MZ2jERyPxZ8JauUX8,"100 Orchard Rd, #04-00 CONCORDE HOTEL AND SHOPPING MALL, Singapore 238840",1.3008695,103.84273,5.0,12,https://instagram.com/newphatphuck?igshid=MjEwN2IyYWYwYw==,8749 2538,personal_trainer,"Orchard Road, Singapore"
Jenny’s gym,ChIJiTxSS14Z2jERWbhCGmb_7q4,"228213 Far east plaza, 14Scotts Rd #05-36",1.3073174,103.8331959,5.0,66,,8223 8753,personal_trainer,"Orchard Road, Singapore"
Pleasant Coaching,ChIJPew4tV4Z2jERgS-Ug2c3sfE,"57 Cairnhill Rd, Orchard, Singapore 229668",1.3019645,103.8374779,4.9,59,http://www.pleasantcoaching.com/,8764 5552,personal_trainer,"Orchard Road, Singapore"
EXPT Personal Training,ChIJL4YcWe8R2jERs1DKHCJlD_Y,"5 Shenton Wy, #02-01 UIC Building, Singapore 068808",1.2778706,103.8496598,4.9,72,http://www.exptsg.com/,9873 5670,personal_trainer,"Marina Bay, Singapore"
Cornerstone movement,ChIJZZ107fAZ2jERV9BvMFF-TQ8,"33A Kreta Ayer Rd, Level 2, Singapore 088999",1.28076,103.8422,5.0,74,http://www.cornerstone-movement.com/,9645 3113,personal_trainer,"Chinatown, Singapore"
Stretch Quarters,ChIJiW5zSsAZ2jERvo2MuynxiiE,"31 Club St, #01-01, Singapore 069468",1.282355,103.8463699,4.8,32,,8949 8269,personal_trainer,"Chinatown, Singapore"
Steel Fitness (By Appointment Only),ChIJh68KcfYZ2jERPQRCidmuHVc,"19 Duxton Rd, Singapore 089485",1.2795812,103.8433609,5.0,78,,8825 6472,personal_trainer,"Chinatown, Singapore"
Unstoppable Fitness,ChIJQRmLy2YZ2jERiemlfSJWOL4,"3 Shenton Wy, #03-06a Shenton House, Singapore 068805",1.2786814,103.8500692,4.9,66,,8282 1040,personal_trainer,"Chinatown, Singapore"
Project Wellness Personal Training,ChIJfzwyZ5sZ2jERFZTh03setl8,"#05-20 Parklane Shopping Mall, Singapore 188307",1.300626,103.849458,5.0,11,https://projectwellnesspersonaltraining.com/,9173 4445,personal_trainer,"Little India, Singapore"
The Fitness Lab Personal Training,ChIJF19jK3YZ2jERUxgfTK0V2jY,"1 Tessensohn Rd, #01-04, Singapore 217701",1.316481,103.8579671,5.0,15,http://www.thefitnesslab.org/,9236 9380,personal_trainer,"Little India, Singapore"
Jfitnest Pte Ltd,ChIJf-hoVMIZ2jERfNBCbxdH4o8,"618 Serangoon Rd, #02-01, Singapore 218220",1.3156239,103.8586871,4.9,19,,9751 1023,personal_trainer,"Little India, Singapore"
Body Thrive (The Fitness Studio),ChIJ38pFVLEZ2jER-tEr4pt-Vvo,"100 Jln Sultan, #03-10, Singapore 199001",1.3030912,103.861912,4.7,3,https://www.bodythrive.co/,8862 6460,personal_trainer,"Little India, Singapore"
Baseline Fitness SG,ChIJG1GmDF8Z2jER5H9PzNy6-ds,"7 Temasek Boulevard #12-07 Suntec Tower One, Singapore 038987",1.2954194,103.8584778,5.0,18,http://baselinefitness.sg/,9387 4755,personal_trainer,"Little India, Singapore"
Peak Training Lab,ChIJ3RXcddgZ2jER9Htz8ouoTnc,"371 Beach Road, City Gate Mall #02-34, Singapore 199597",1.3022946,103.8623895,5.0,7,https://www.peaktraininglab.com/,9299 3774,personal_trainer,"Kampong Glam, Singapore"
Vigeo Personal Training,ChIJJ-vc69wZ2jER5KsNLqlwmHM,"6 Fort Canning Rd, YWCA Fort Canning, Singapore 179494",1.297379,103.8451335,5.0,115,http://www.vigeo.sg/,9841 3406,personal_trainer,"Kampong Glam, Singapore"
ARENA by Jake,ChIJdz2VeMw92jEROIHWzYGR2Co,"601A Tampines Ave 9, Singapore 521601",1.3607981,103.9369424,5.0,17,https://instagram.com/arena_by_jake?igshid=OGQ5ZDc2ODk2ZA==&utm_source=qr,9487 9129,personal_trainer,"Tampines, Singapore"
Embracing Movement,ChIJIzB1CuQj2jERvZ5GDsSgkwU,"297 Bedok South Ave 3, #01-04, Singapore 469297",1.3224784,103.9456405,5.0,31,http://www.embracingmovement.sg/,8183 1287,personal_trainer,"Bedok, Singapore"
IFBB Singapore,ChIJSwBJJRgZ2jERnlQ4Z5iDNWg,"492A Changi Rd, Singapore 419900",1.3193673,103.9136616,4.9,8,http://ifbb.sg/,8856 7138,personal_trainer,"Bedok, Singapore"
Hann Performance,ChIJ44p5TOMZ2jERGyONW6_XfQU,"Siglap Rd, Singapore 455700",1.320887,103.9244471,5.0,8,http://www.hannperformance.com/,9236 4000,personal_trainer,"Bedok, Singapore"
Gold's Gym Personal Training - Siglap,ChIJkzO6bwcj2jERqNuD8cSI6bA,"67 Frankel Ave, Singapore 458194",1.3156624,103.9188587,5.0,12,https://www.goldsgym.com.sg/,8153 7888,personal_trainer,"Bedok, Singapore"
JulFitness,ChIJC8IJAlU92jERi_zUxMKs4KA,"Bedok North Rd, Singapore 460183",1.3306806,103.9305125,5.0,15,https://www.instagram.com/_julfitness__?igsh=azhyenltYWI3am40&utm_source=qr,8692 0924,personal_trainer,"Bedok, Singapore"
Senior Gym | Fitness Classes @ NTUC Health Day Centre for Seniors - Heartbeat@Bedok,ChIJj3pBSaA92jERE5iDJUJ8U_o,"11 Bedok North Street 1, #02-02, Singapore 469662",1.3271466,103.9323688,5.0,4,https://ntuchealth.sg/active-ageing/services/senior-gym/?utm_campaign=gmbwebsite&utm_source=gmb&utm_medium=organic&utm_content=circuittrainingbdk,,personal_trainer,"Bedok, Singapore"
Fitness LX,ChIJ0yG4H7Qi2jERm4DSlTU0bpU,"5 Siglap Rd, Singapore 448908",1.3076185,103.9235982,0.0,0,http://www.fitnesslx.com/,8126 6209,personal_trainer,"Bedok, Singapore"
Fitness Training @ Jalan Senang | @coachjulianlim,ChIJWSNFeRAj2jERSJVhb1THYUw,"Jalan Senang, Singapore 418463",1.3289732,103.9157442,5.0,1,http://bit.ly/coachjulianlimweb,,personal_trainer,"Bedok, Singapore"
Results! Personal Training (House-call),ChIJ_UCIQuTmv6URUayG6U0x6HU,"1 Bedok Terrace, Singapore 469160",1.3258186,103.9490018,0.0,0,http://pt.com.sg/,8503 7888,personal_trainer,"Bedok, Singapore"
BRIDGE Health and Fitness Pte. Ltd.,ChIJDYfyjE892jERquQB8IXxzic,"3 Shenton Wy, #03-06a Shenton House, Singapore 068805",1.2784546,103.8499767,5.0,38,,8560 5303,personal_trainer,"Pasir Ris, Singapore"
Pressing Issues (CY FITNESS),ChIJDff9l7o92jERXyllyZ7okJw,"574 Pasir Ris Street 53, Block 574, Singapore 510574",1.374325,103.9460725,5.0,2,,,personal_trainer,"Pasir Ris, Singapore"
BIX Fitness Studio,ChIJ_SOwfhAY2jER4YquUmvYP8s,"Centropod@Changi #04-06, 80 Changi Rd, Singapore 419715",1.3163213,103.9004007,0.0,0,http://bixfitness.com/,9477 9269,personal_trainer,"Changi, Singapore"
Healing Gym Studio,ChIJb3NHIlwT2jERnqcYbBY6s_4,"Woodlands Street 11, Woodlands 11, Singapore 737853",1.4347006,103.8027657,0.0,0,https://sites.google.com/view/healinggymsg/home,9477 9269,personal_trainer,"Woodlands, Singapore"
FuelFit@Woodlands,ChIJ46uJiaIT2jER4lxP7vyigwU,"Woodlands Drive 53, Singapore 738994",1.4317603,103.7979671,4.5,2,http://www.fuelfit.com.sg/,9691 0204,personal_trainer,"Woodlands, Singapore"
Blk 551 Fitness Corner,ChIJ7UoVkzoT2jERgJSlMpTi_vg,"Woodlands, Singapore",1.4327196,103.7955528,5.0,2,,,personal_trainer,"Woodlands, Singapore"
Envirogym Performance Solution Pte Ltd,ChIJOctbc0IU2jERizRL7_IX--c,"353 Yishun Ring Rd, Block 353, Singapore 760353",1.426236,103.845203,0.0,0,,6404 5628,personal_trainer,"Yishun, Singapore"
Fitness Consultant,ChIJY-eEdEsV2jER5DRrZZ32Srs,"427 Yishun Ave 11, #03-598 Block 427, Singapore 760427",1.421941,103.8484389,0.0,0,,,personal_trainer,"Yishun, Singapore"
bettermorrowfitness,ChIJf_cfGiMX2jEROAIzgqxSsRE,"BLOCK 541 Ang Mo Kio Ave 10, #03-2328, Singapore 560541",1.3740364,103.8556385,0.0,0,https://www.instagram.com/thenattyratty/,,personal_trainer,"Ang Mo Kio, Singapore"
Davin Choo Fitness - Personal Training and Online Coaching,ChIJFXDzjpkX2jERVXSjFvH2EJo,"756 Upper Serangoon Rd, Singapore 534626",1.3539782,103.8786504,5.0,12,http://www.davinchoofitness.com/,9750 8120,personal_trainer,"Ang Mo Kio, Singapore"
F45 Training Lower Peirce - Thomson - Ang Mo Kio (Seletar),ChIJ3RWgIRMX2jERH9hdhi-CdkY,"4 Jln Gelenggang, Singapore 578188",1.3731612,103.8298897,5.0,101,https://f45training.com/sg/,8887 4961,personal_trainer,"Ang Mo Kio, Singapore"
LTH Fitness: Personal Trainer Service in Singapore (Bishan),ChIJHxgrUWQX2jERKtJqd1PPLD0,"223 Bishan St. 23, Singapura 570223",1.3583036,103.8484702,4.9,18,http://lthfitness.org/,8863 0709,personal_trainer,"Bishan, Singapore"
The Peach Studio,ChIJBSXZvbYZ2jERFNw88ftLRaQ,"229 Bishan St. 23, #B1-53, Singapore 570229",1.3575707,103.8460026,5.0,4,https://www.peachstudio.biz/,8201 0638,personal_trainer,"Bishan, Singapore"
Boxing Wonders,ChIJOe8rJnwX2jER5jXkj6sj050,"7 Bishan St 14, Bishan Stadium, Singapore 579784",1.3544408,103.8515594,5.0,39,https://www.boxingwonders.com/,9325 3774,personal_trainer,"Bishan, Singapore"
PositiveHype Fitness,ChIJhXqDB5U1SaMRBErnnuzeNtk,"22 Sin Ming Ln, #06-76 Midview City, Singapore 573969",1.358606,103.833566,5.0,20,,8890 4475,personal_trainer,"Bishan, Singapore"
RW Coaching,ChIJJ0h2YMUX2jERFnXjPIS7eWs,"Bishan St. 23, #11-79, Singapore 570227",1.3575932,103.8469453,5.0,7,,9691 4877,personal_trainer,"Bishan, Singapore"
JJFitspace,ChIJkS7uv3wX2jERpbsHUgssMWY,"55 Jln Lembah Thomson, Singapore 577525",1.3520588,103.8318282,5.0,6,,9191 6961,personal_trainer,"Bishan, Singapore"
HARDBEAT fitness,ChIJldYjtSoX2jERmiEVSb6U_-U,"Bishan North, Neighbourhood Park, Singapore 570286",1.3578228,103.8431008,5.0,4,,,personal_trainer,"Bishan, Singapore"
Zumba certification course,ChIJ1dJQsHcX2jERZV1VbU19350,"448 Sin Ming Ave, Block 448, Singapore 579682",1.3579422,103.8311467,5.0,5,http://leafzumba.com/,,personal_trainer,"Bishan, Singapore"
Coach Danny Yeo,ChIJV7c16sMX2jERjgAGVGb_y2g,"301 Lor 6 Toa Payoh, Singapore 319392",1.3305292,103.8505948,0.0,0,https://www.swimdannyeo.com/,8228 6461,personal_trainer,"Toa Payoh, Singapore"
CF365studio-Fitness,ChIJPzc-N5QX2jER_cHnsgE7aTg,"1004 Toa Payoh N, #01-06A, Singapore 318995",1.3416825,103.8493198,0.0,0,,8926 8784,personal_trainer,"Toa Payoh, Singapore"
Gold's Gym Personal Training - Serangoon Gardens,ChIJpy2wuP8W2jERyaEOYgabNr8,"14 Kensington Park Rd, Singapore 557265",1.3652414,103.8660801,4.0,1,http://www.goldsgym.com.sg/,8153 7888,personal_trainer,"Serangoon, Singapore"
Aldreanaline | Personal Training,ChIJUx8etOL0OUwRlvPtCuOhgUI,"103 Cardiff Grove, Singapore 558962",1.3548553,103.8656265,5.0,25,https://wa.me/6589050413,8905 0413,personal_trainer,"Serangoon, Singapore"
Personal Trainer @ Punggol & Sengkang,ChIJ__wGhEwX2jERjdUbdGhb6W0,"181 Edgefield Plains, Singapore 820181",1.3992116,103.909138,0.0,0,https://sites.google.com/view/ptpunggolsengkang/home,9477 9269,personal_trainer,"Punggol, Singapore"
Matt Trainingco,ChIJO3TWZF0V2jERxI-iTOV8rRg,"437B Northshore Dr, Singapore 822437",1.4197223,103.9117652,0.0,0,https://www.instagram.com/matt_trainingco/,,personal_trainer,"Punggol, Singapore"
Fitness Training @ Punggol Coast | @coachjulianlim,ChIJX1gICQAV2jERgrKWxRL_X0o,"445B New Punggol Rd, Singapore",1.4181094,103.9137159,0.0,0,https://bit.ly/coachjulianlimweb,,personal_trainer,"Punggol, Singapore"
Endeavour Fitness - Personal Training,ChIJ37DPUtgV2jERjL4JcN3dvFM,"BLK 678C Punggol Dr., Singapore 823678",1.4063453,103.9094813,0.0,0,https://www.instagram.com/jane_osw06/,9727 4616,personal_trainer,"Punggol, Singapore"
Ultimate Fitness Singapore,ChIJq3e4CdsX2jERTqJVITTxRPA,"Rivervale crescent, Rivervale view, Singapore 543157",1.38759,103.9079467,5.0,17,http://ultimatefitness.sg/,9145 7291,personal_trainer,"Punggol, Singapore"
Power Hour 90 Pte Ltd,ChIJAbDoAMcV2jERIt7nGhQrbhI,"448B Punggol Wy, #10-1127, Singapore 822448",1.4166058,103.9133544,5.0,13,,9100 2381,personal_trainer,"Punggol, Singapore"
Vibe Label,ChIJz8LXxzEV2jERmPTHYI0pR3I,"Block 445B New Punggol Rd, Singapore 822445",1.4193927,103.912193,0.0,0,,8092 0081,personal_trainer,"Punggol, Singapore"
Pure Strength Singapore,ChIJ1_SusXEX2jERZpr_kuDmmr0,"353 Anchorvale Ln, Singapore 540353",1.3926179,103.8855491,5.0,2,https://www.instagram.com/purestrengthsg/,,personal_trainer,"Sengkang, Singapore"
EII Fitwell,ChIJAQCk3w0Q2jER9uRV9GurYvU,"2 Jurong East Street 21, #05-09 IMM Building, Singapore 609601",1.3348154,103.7468395,5.0,17,http://eiifitwell.com/,9248 0065,personal_trainer,"Jurong East, Singapore"
Gold's Gym Personal Training - Jurong East,ChIJ39e1OG0Z2jERoWzKHoq_YO0,"2 International Business Park, #01-05 The Strategy, Singapore 609930",1.3302369,103.747196,4.8,4,http://www.goldsgym.com.sg/,8153 7888,personal_trainer,"Jurong East, Singapore"
123 Silver Guard Pte. Ltd.,ChIJoWsvt7EP2jERo4oFzCsvKho,"476 Jurong West Street 41, #10-346, Singapore 640476",1.3476716,103.7243332,5.0,13,https://sites.google.com/view/123silverguardpteltd/home,8199 5002,personal_trainer,"Jurong West, Singapore"
Onyx West,ChIJhVa6WL0a2jER-zF-hW4D8Ck,"333 Boon Lay Wy, Level 4, Singapore 649848",1.3351066,103.7061574,4.5,67,http://www.onyxmma.com/,8727 2788,personal_trainer,"Jurong West, Singapore"
Spartans Boxing Club,ChIJh4yH25MP2jERHV6TKvIqQTQ,"7 Jurong West Ave 5, #02-01, Singapore 649486",1.3486897,103.7032339,5.0,300,https://spartansboxing.com/jurong-west/,8189 9882,personal_trainer,"Jurong West, Singapore"
HeyFitness,ChIJQVQteLEP2jERB5tuqn6zlrE,"727 Jurong West Ave 5, #07-184, Singapore 640727",1.3460198,103.6975927,3.0,4,,9724 6084,personal_trainer,"Jurong West, Singapore"
Kru Prem Muay Thai,ChIJ8y-CNx4R2jERbss3d1CitQc,"273 Bukit Batok East Ave 4, #02-80, Singapore 650273",1.3485063,103.7575126,5.0,51,,9797 0235,personal_trainer,"Bukit Batok, Singapore"
Heartland Fitness (Personal Training for Women),ChIJj0cWNyoR2jERasRAU2GC8GM,"Blk 518 Jelapang Rd, Singapore 670518",1.3868989,103.76716,0.0,0,https://www.instagram.com/flexipotato?igsh=ajF6bTdtbzZ6d3hn,8686 0418,personal_trainer,"Bukit Panjang, Singapore"
Victor Physical Preparation,ChIJGYWaY1QR2jER0DC-EiIE14U,"612 Senja Rd, Singapore 670612",1.3839756,103.7612742,5.0,50,http://victorphysicalprep.com/,8222 4630,personal_trainer,"Bukit Panjang, Singapore"
Speed Sports & Fitness,ChIJqwSCJZcQ2jER8AJ6y8nkwD8,"27 Lor Kilat, Singapore 598128",1.3410285,103.7727645,4.9,32,http://www.speedfitness.com.sg/,6314 2313,personal_trainer,"Bukit Panjang, Singapore"
Breakthrough Fitness Bootcamp,ChIJhXk9JbYR2jERm_dGHLqpHZo,"Segar Rd, Block 466, Singapore 670466",1.3869107,103.7732263,0.0,0,http://breakthroughfitness.com.sg/?page_id=2,9852 6057,personal_trainer,"Bukit Panjang, Singapore"
The Personal Trainer,ChIJHykoKlcR2jERrR445ULAwOs,"Bukit Timah Rd, #935, Singapore 589645",1.3326873,103.7866093,0.0,0,,9763 4515,personal_trainer,"Bukit Panjang, Singapore"
Prakaipetch Muay Thai Academy @Choa Chu Kang,ChIJ8wZ3PK4R2jERDZam4NYFHpE,"1 Choa Chu Kang Street 53, #03-03 ActiveSG Sports Centre, Singapore 689236",1.3911281,103.7482862,5.0,38,https://prakaipetch.com.sg/,8856 9233,personal_trainer,"Choa Chu Kang, Singapore"
Werkfitz Bootcamp,ChIJP9YbiIUa2jEROUxxDx-nfuE,"378 Clementi Ave 5, Singapore 120378",1.3176066,103.7675092,4.0,1,,9748 5848,personal_trainer,"Clementi, Singapore"
The Growth Factor,ChIJuyNSqHAb2jEReOb8C8-nto0,"Block 307 Clementi Ave 4, #07-379, Singapore 120307",1.3214534,103.7670701,0.0,0,,,personal_trainer,"Clementi, Singapore"
Mahi Strength,ChIJhZi9X8Ub2jERTpU8LAJ3RSI,"11 Slim Barracks Rise, Singapore 138664",1.3038359,103.7897048,0.0,0,https://mahistrength.com/,8123 4362,personal_trainer,"Queenstown, Singapore"
Fitness Buddy,ChIJGalL0Wf34ggRfal08L2HY-M,"108 Depot Rd, Singapore 100108",1.2813034,103.8101301,5.0,10,,9368 3805,personal_trainer,"Redhill, Singapore"
Statera Performance Ptd Ltd,ChIJKYWpA1wZ2jER6KAg7ThI-Vk,"133 Cecil St, #01-01A/2 Keck Seng Tower, Singapore 069535",1.2802375,103.8489359,5.0,173,http://www.stateraperformance.com/,,personal_trainer,"Outram, Singapore"
D’ Personal Wellness Therapy,ChIJRRuAFQAZ2jERhhHkW61JIBk,"1001 Lower Delta Rd, #01-03, Singapore 099309",1.2765708,103.8242297,5.0,21,,8233 0034,personal_trainer,"Bukit Merah, Singapore"
MVRCK,ChIJRTq3474b2jERjUHI5wd5nZs,"991 Alexandra Rd, #01-03B, Singapore 119964",1.2743881,103.8030455,4.9,26,http://www.mvrck.fit/,,personal_trainer,"Bukit Merah, Singapore"
Athleaders Global Singapore,ChIJUST5ARE92jER5trmzBJ13C4,"60 Paya Lebar Rd, #07-54 Paya Lebar Square, Singapore 409051",1.3184358,103.8927403,5.0,181,https://athleaders.co/,6011 0281,personal_trainer,"Geylang, Singapore"
Fitness Mantras Personal Trainers Singapore,ChIJdd29mTob2jERCONrv_s5xqs,"Wilkinson interim park, Singapore 436957",1.313584,103.894529,5.0,9,http://www.fitmantras.com/,9852 5309,personal_trainer,"Geylang, Singapore"
Tribody Fitness,ChIJzSCmrmcZ2jER6S5HX7dvDeQ,"50 Joo Chiat Pl, Singapore 427774",1.3133914,103.9014974,4.9,57,http://www.tribody-fitness.com/,9852 7607,personal_trainer,"Geylang, Singapore"
CATALYST THINK TANK PTE LTD,ChIJuxgLMLEZ2jERU_kNfUyRkbw,"479 Geylang Rd, Singapore 389438",1.3134914,103.8834856,5.0,25,https://www.catalysttank.com/,8753 8495,personal_trainer,"Geylang, Singapore"
Strength Corp,ChIJvcY-KhMX2jERUrVDidG6Y-k,"59 Ubi Ave 1, #07-16 Bizlink Centre, Singapore 408938",1.3248261,103.8946812,5.0,32,http://www.strengthcorp.com.sg/,8221 6800,personal_trainer,"Geylang, Singapore"
Gold's Gym Personal Training - Joo Chiat,ChIJN7ftt3IY2jER3Lqw2oL_mFA,"428 Joo Chiat Rd, Singapore 427645",1.3067252,103.9041022,4.8,6,http://www.goldsgym.com.sg/,8153 7888,personal_trainer,"Geylang, Singapore"
SSTARfitness,ChIJAQAAA0wY2jER7n2cktTmYMc,"4 Stadium Walk, Singapore 397697",1.3016352,103.8742656,4.9,38,https://www.facebook.com/groups/sstarfitness,9423 9403,personal_trainer,"Kallang, Singapore"
Ant's Training,ChIJxWAr2j0Z2jERC4_sbPs0n98,"2 Kallang Ave, #03-16 CT Hub @ Kallang, Singapore 339407",1.312021,103.8628386,5.0,4,,9297 6713,personal_trainer,"Kallang, Singapore"
Core Fitness Club,ChIJEbJ9Sx0Z2jERx4BTucM_x_M,"101 Mergui Rd, Singapore 219067",1.3177357,103.8512032,0.0,0,,095512 98000,personal_trainer,"Kallang, Singapore"
HOUSE OF REP COUNTERS,ChIJczj2AsUZ2jERLYsVCph0rko,"18 Sam Leong Rd, #03-00, Singapore 207909",1.3091998,103.8569414,5.0,230,http://www.houseofrepcounters.com/,8032 6925,personal_trainer,"Kallang, Singapore"
StrengthsTransform | StrengthsFinder Singapore,ChIJJQ-zAZIX2jERI-7ltXutb5o,"401, #03-21 MacPherson Rd, MacPherson Mall, Singapore 368125",1.331767,103.8793683,5.0,32,http://www.strengthstransform.com/,6694 8871,personal_trainer,"MacPherson, Singapore"
Zhongtian Fitness Studio Kembangan(景万岸店),ChIJL-aYNAAZ2jERWb00MBF4xoo,"Singapore, 樟宜路Keng Yee Garden#366号 邮政编码: 419825",1.3183638,103.9102789,5.0,7,,8099 0592,personal_trainer,"Kembangan, Singapore"
HIIT & Run SG,ChIJxUqUMuUj2jERnxMQlGDS6VM,"5 Jln Saudara Ku, Singapore 457442",1.3107995,103.9204034,4.2,34,,9645 0320,personal_trainer,"Kembangan, Singapore"
