name,place_id,formatted_address,latitude,longitude,rating,user_ratings_total,website,phone_number,search_query,search_location,category,planning_area,weighted_average_income,total_households,has_website,has_phone,has_rating,search_coverage
GoFit Great World,ChIJ2bh6tUg92jERdSyvkgo_Usk,"56A Zion Rd, Singapore 247781",1.2928503,103.8312456,4.9,196,https://gofitgreatworld.com/,9397 9516,fitness_center,Singapore,Fitness Studio,RIVER VALLEY,15695.421208530806,3376.0,True,True,True,General
Ascend Fitness,ChIJdWzPBrkZ2jERB6qfKPzYKdI,"Basement 1, 1 Orchard Rd, YMCA, Singapore 238824",1.2975672,103.8480065,4.5,44,http://ascendfitness-sg.com/,,fitness_center,"Orchard Road, Singapore",Fitness Studio,MUSEUM,0.0,0.0,True,False,True,Local
Hybrid Fitness,ChIJ47GNMs4Z2jERRjFpbKScECQ,"321 Orchard Rd, Orchard Shopping Centre, #04-01/02/05/06/07, Singapore 238866",1.3014691,103.8379038,4.9,84,http://hybridfitness.sg/,9754 2004,fitness_center,"Orchard Road, Singapore",Fitness Studio,NEWTON,0.0,0.0,True,True,True,Local
BFT Orchard,ChIJLeaRrlwZ2jERt70jijy3dek,"8 Grange Rd, #03-04, Singapore 239695",1.301527,103.8363441,4.7,73,https://bodyfittraining.com/club/Orchard?utm_source=extnet&utm_medium=search&utm_campaign=franchise_lead_gen,3138 6004,fitness_center,"Orchard Road, Singapore",BFT,ORCHARD,0.0,0.0,True,True,True,Local
Fitness First - Paragon,ChIJFWHhL5IZ2jERopBfVCmG2bU,"290 Orchard Road #08-13, Lobby, C beside Versace and Zegna, Paragon, Singapore 238859",1.303408,103.8353432,4.3,505,https://www.fitnessfirst.com.sg/clubs/paragon?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-club-landing-page,6713 9120,fitness_center,"Orchard Road, Singapore",Fitness Studio,ORCHARD,0.0,0.0,True,True,True,Local
Avante Gym & Yoga,ChIJ3xIk4yIZ2jERCC8XObYK-lQ,"176 Orchard Rd, #06-06/07 The Centrepoint, Singapore 238843",1.3019805,103.839695,4.8,250,https://www.avantegymyoga.com/,9365 6969,fitness_center,"Orchard Road, Singapore",Fitness Studio,NEWTON,0.0,0.0,True,True,True,Local
The Gym Pod @ Orchard Plaza,ChIJc2ft7SUZ2jERf1bav_pzhNU,"150 Orchard Rd, #03-34, Singapore 238841",1.3010249,103.8410995,4.1,8,,,fitness_center,"Orchard Road, Singapore",Fitness Studio,MUSEUM,0.0,0.0,False,False,True,Local
SUMHIIT Orchardgateway,ChIJPWJuYTcZ2jERcMud7bhIW9k,"277 Orchard Rd, #02-11/12, Singapore 238858",1.3007382,103.8403098,4.9,37,https://www.sumhiit.com/sg/studio/orchard-gateway,9475 2681,fitness_center,"Orchard Road, Singapore",Fitness Studio,NEWTON,0.0,0.0,True,True,True,Local
PURE Fitness Ngee Ann City,ChIJrWLwHZIZ2jERm7Z5Zc5lx8s,"Level 8 Ngee Ann City Podium Block, 391 Orchard Road, Singapore 238872",1.3026565,103.8345677,4.1,354,https://www.pure-360.com.sg/en/fitness/,6100 8898,fitness_center,"Orchard Road, Singapore",Fitness Studio,ORCHARD,0.0,0.0,True,True,True,Local
Athletic Collective Orchard,ChIJvcLD6IMb2jERqjygSjEkgJ8,"442 claymore connect, #03-01, Singapore 238879",1.307644,103.82854,5.0,179,https://www.theathleticcollective.com/,8798 6167,fitness_center,"Orchard Road, Singapore",Fitness Studio,ORCHARD,0.0,0.0,True,True,True,Local
RAW Active Orchard: Power Plate Authorised Centre,ChIJDzSBsB8Z2jERFa3BtMhhDDU,"400 Orchard Rd, Singapore 238875",1.3069439,103.8291434,5.0,1,https://rawactivesg.com/,8839 5147,fitness_center,"Orchard Road, Singapore",Fitness Studio,ORCHARD,0.0,0.0,True,True,True,Local
REVOLT,ChIJwf_PAVkZ2jER_0WI-Nc8QyU,"2 Marina Blvd, #02-01 The Sail at Marina Bay, Singapore 018987",1.2812828,103.8528639,5.0,884,http://www.revoltgym.com/,8792 0766,fitness_center,"Marina Bay, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,True,True,Local
Where Mind & Body Connect,ChIJDRbK4YAZ2jERdbNvYwNDHww,"Level 56 SkyPark Observation Deck, Hotel Tower 3, Singapore 018956",1.285289,103.8611114,5.0,294,https://www.marinabaysands.com/campaign/wellness.html,6688 5533,fitness_center,"Marina Bay, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,True,True,Local
NS Fit Promontory-Marina Bay,ChIJF4GRJgAZ2jERgxL08Az1FqE,"8 Marina Blvd, Singapore 018981",1.2805712,103.8548853,5.0,1,,,fitness_center,"Marina Bay, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,False,False,True,Local
Wellness at Marina Bay Sands,ChIJo60tcB8Z2jERRprvOxXNYMk,"Level 56 SkyPark Observation Deck, Hotel Tower 3, Singapore 018956",1.282275,103.858322,5.0,1,https://www.marinabaysands.com/campaign/wellness.html,6688 5533,fitness_center,"Marina Bay, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,True,True,Local
Virgin Active Marina One,ChIJVU5MpBEZ2jER7y4maf3pKX4,"7 Straits View, #02-01 Marina One East Tower, Singapore 018936",1.2779539,103.8527623,4.4,415,http://www.virginactive.com.sg/,6911 0320,fitness_center,"Marina Bay, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,True,True,Local
CHIMPCHAMP FITNESS (MS),ChIJEXFK294Z2jERFiFUADCh0ok,"6 Raffles Blvd, #02-337/337A, Singapore 039594",1.2917989,103.8581629,4.9,83,https://www.chimpchampfitness.com/chimpchamp-marinasquare,,fitness_center,"Marina Bay, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,False,True,Local
PURE Fitness Asia Square,ChIJ6Zgp8REZ2jER4siEfDg88rs,"8 Marina View, Level 6 Asia Square Tower 1, Singapore 018960",1.2784217,103.8514742,4.1,355,https://www.pure-360.com.sg/en/fitness/,6330 6949,fitness_center,"Marina Bay, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,True,True,Local
True Fitness,ChIJg0PyuKgZ2jERUFjB7lG2Qnc,"9 Raffles Blvd, Singapore 039596",1.2927975,103.8598417,3.2,197,http://www.truefitness.com.sg/,6820 9000,fitness_center,"Marina Bay, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,True,True,Local
Fitness First - One George Street,ChIJ-wGHnwsZ2jERgPyF2OTPPWo,"1 George St, #05-01 One George Street, Singapore 049145",1.2857175,103.8474951,4.4,347,https://www.fitnessfirst.com.sg/clubs/one-george-street?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-club-landing-page,6713 9120,fitness_center,"Marina Bay, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,True,True,Local
Fitness First - Bugis Junction,ChIJBzTql7oZ2jERA1rSkRXD1Oc,"200 Victoria Street #04-02 Bugis Junction, Singapore 188021",1.2991347,103.855363,4.3,400,https://www.fitnessfirst.com.sg/clubs/bugis-junction?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-club-landing-page,6713 9120,fitness_center,"Marina Bay, Singapore",Fitness Studio,ROCHOR,0.0,0.0,True,True,True,Local
The Little Gym of Singapore East,ChIJt7a1YKgZ2jERkHV_z1Tbaxw,"6 Raffles Blvd, 164 Marina Square, #03-163, Singapore 039594",1.2920428,103.8565473,4.8,24,http://www.thelittlegym.com.sg/,6336 9734,fitness_center,"Marina Bay, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,True,True,Local
Fitness First - Capital Tower,ChIJ_e6j_hIZ2jER5bhQD8cxDT8,"168 Robinson Rd, #09-01 Capital Tower, Singapore 068912",1.278047,103.8474288,4.4,184,https://www.fitnessfirst.com.sg/clubs/capital-tower?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-club-landing-page,6713 9120,fitness_center,"Marina Bay, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
PEAK Gym Singapore,ChIJk4wvlw0Z2jER-AorSI0YA34,"105 Cecil St, #08-01, Singapore 069534",1.2806884,103.8492068,5.0,89,http://www.peakgym.org/,9271 2102,fitness_center,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
Anytime Fitness Upper Cross Street,ChIJy0KJ3-8Z2jERhxE3MUKa7p4,"531 Upper Cross Street #01-07, Hong Lim Complex, Singapore 050531",1.2840384,103.845879,3.6,140,https://anytimefitness.sg/gyms/SG-0042/singapore-south-east-050531,9859 4392,fitness_center,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
Van Lee Fitness,ChIJwzJofG0Z2jERnEu21amud0w,"Pagoda St, 60B, Singapore 059219",1.2834213,103.844263,4.9,167,http://www.vanleefitness.com.sg/,9227 5426,fitness_center,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
Anytime Fitness Havelock Outram,ChIJJyOThiMZ2jER9H-usPsO2g0,"405 Havelock Rd, #02-02, Singapore 169633",1.2878756,103.8362191,4.9,591,https://www.anytimefitness.sg/gyms/sg-0133/havelock-outram-south-east-169633/,8855 6026,fitness_center,"Chinatown, Singapore",Fitness Studio,SINGAPORE RIVER,0.0,0.0,True,True,True,Local
SG Pilates Chinatown,ChIJDxcRWC0Z2jERwpFTWthyGfg,"35B Pagoda St, Singapore 059194",1.28306,103.844796,4.9,45,,9053 8637,fitness_center,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,False,True,True,Local
Level 3 Fitness Studio,ChIJo6ouxhkZ2jERXeJqXoVkA9o,"11B Teo Hong Rd, Singapore 088326",1.2800863,103.8407698,4.9,28,http://www.level3fitness.sg/,,fitness_center,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,False,True,Local
Limitless Performance Gym,ChIJ1WwwVU4Z2jER7gOg-3e_RQc,"5 Kadayanallur St, #02-05, Singapore 069183",1.2803768,103.8452046,4.7,19,https://www.limitless-wellness.com/,8820 7715,fitness_center,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
THE LIONS DEN,ChIJq1RE3bcZ2jER30wF87WEr8s,"36 Robinson Rd, B1-02 City House, Singapore 068877",1.2813463,103.8499435,5.0,36,http://thelionsden.fitness/,8874 2981,fitness_center,"Chinatown, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,True,True,Local
Platinum Fitness Tanjong Pagar,ChIJHz4SbiUZ2jERfBBPnxyuVtw,"6A Shenton Wy, B1-04 OUE Downtown Gallery 2, Singapore 068815",1.278162,103.8492665,4.4,67,https://www.platinumfitness.sg/,8399 9221,fitness_center,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
Virgin Active Tanjong Pagar,ChIJVRohFxMZ2jERTEDZvr2ZecY,"1 Wallich St, #06-01, Singapore 078881",1.2764491,103.8458497,4.1,508,http://virginactive.com.sg/,6908 8920,fitness_center,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
Anytime Fitness Cantonment Road,ChIJH3EMWAkZ2jERdNsgqOe8_VA,"17 Cantonment Rd, Singapore 089740",1.279172,103.84017,4.1,81,https://www.anytimefitness.sg/gyms/sg-0068/cantonment-road-south-west/,9386 6950,fitness_center,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
Studio One @ New Bridge Road,ChIJS0Bx0fcZ2jERIEeUayCasCk,"269A New Bridge Rd, Singapore 088747",1.2824576,103.8422921,5.0,4,,9002 5318,fitness_center,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,False,True,True,Local
Rx Performance | Functional Fitness Gym | Olympic Weightlifting,ChIJCfjq-JIZ2jER2PoGlrA0fAY,"331 New Bridge Rd, #01-04, Singapore 088764",1.2800351,103.8404514,4.9,21,http://rxperformance.sg/,8949 8760,fitness_center,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
Anytime Fitness Tekka Place,ChIJwZLNS8IZ2jER0Fqut4yLW4c,"2 Serangoon Rd, #02-17/18/19/20/21, Singapore 218227",1.3050226,103.8514255,4.9,105,https://www.anytimefitness.sg/gyms/sg-0161/singapore-central-singapore-218227/,8030 9688,fitness_center,"Little India, Singapore",Fitness Studio,ROCHOR,0.0,0.0,True,True,True,Local
Pulse Lab,ChIJUxigabEZ2jERky0f7My7bpo,"1 Aliwal St, Level 3 unit 1B, Singapore 199894",1.3017603,103.8613221,5.0,34,http://www.pulselab.sg/,6291 0242,fitness_center,"Kampong Glam, Singapore",Fitness Studio,ROCHOR,0.0,0.0,True,True,True,Local
24XFITNESS Bugis,ChIJLzfa2boZ2jERY0VRmW_66x4,"112 Middle Rd, #02-00 Midland House, Singapore 188970",1.2990794,103.8537523,4.3,55,http://24xfitness.com.sg/,9828 3461,fitness_center,"Kampong Glam, Singapore",Fitness Studio,ROCHOR,0.0,0.0,True,True,True,Local
Anytime Fitness Bugis,ChIJbYoKje4Z2jERjijPuh_1TSs,"51 Middle Rd, #03-01, #04-01, Singapore 188959",1.2972901,103.8552318,4.7,937,https://www.anytimefitness.sg/gyms/sg-0097/bugis-central-singapore/,8855 0608,fitness_center,"Kampong Glam, Singapore",Fitness Studio,ROCHOR,0.0,0.0,True,True,True,Local
The Gym Pod @ 462 Crawford Lane,ChIJ5XcEsYMZ2jER3dKGm0XULS8,"462 Crawford Ln, #01-49, Singapore 190462",1.3044679,103.861098,3.9,20,,,fitness_center,"Kampong Glam, Singapore",Fitness Studio,KALLANG,10084.228177543,31046.0,False,False,True,Local
GoFit City Hall,ChIJT2uEFhkZ2jERm8knjrb40Ao,"11 Beach Rd, #01-02 Crasco Building, Singapore 189675",1.2954054,103.8551243,4.5,35,https://www.gofit-gym.com/cityhall,8312 3345,fitness_center,"Kampong Glam, Singapore",Fitness Studio,ROCHOR,0.0,0.0,True,True,True,Local
Fab Fit Dance Sg,ChIJkxfmcm4Z2jERAyM-eCbLyDk,"753 North Bridge Road, Jln Kledek, #02-01 enter thru, Singapore 198721",1.303365,103.8592096,5.0,3,http://www.fabfitdancesg.com/,9770 6014,fitness_center,"Kampong Glam, Singapore",Fitness Studio,ROCHOR,0.0,0.0,True,True,True,Local
JR Fitness Singapore (Bras Basah),ChIJT9QyeVYZ2jERFZE6Vr4WX8U,"261 Waterloo St, #02-14 Bugis, Singapore 180261",1.2989163,103.8519697,4.8,16,https://www.jrfitness.com.sg/,6909 5382,fitness_center,"Kampong Glam, Singapore",Fitness Studio,ROCHOR,0.0,0.0,True,True,True,Local
UFIT City Hall,ChIJhQ0Vzn8Z2jERdCK7t-zSDoA,"80 Bras Basah Rd, Level 8 Fairmont Hotel, Singapore 189560",1.293396,103.8534619,5.0,97,https://www.ufit.com.sg/locations/city-hall,,fitness_center,"Kampong Glam, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,False,True,Local
Anytime Fitness City Hall,ChIJo709LAAZ2jERCODapHFCgR8,"1 Raffles Link, B1-47 CityLink Mall, Singapore 039393",1.292519,103.8544045,4.3,131,https://www.anytimefitness.sg/gyms/sg-0142/north-bridge-north-east-179100/,8733 6430,fitness_center,"Kampong Glam, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,True,True,Local
TFX Fitness - Funan,ChIJN9e8dBwZ2jERnz1rS0T8WG8,"107 N Bridge Rd, #04-18 Funan, Singapore 179105",1.2914206,103.8498227,3.8,227,,6690 2388,fitness_center,"Kampong Glam, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,False,True,True,Local
TFX Fitness - Millenia Walk,ChIJWfaLTJoZ2jERXYyUHeMw_Uw,"9 Raffles Blvd, #02 - 63, Singapore 039596",1.2935982,103.8596381,3.6,107,https://tfx.sg/,6820 9000,fitness_center,"Kampong Glam, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,True,True,Local
TFX Fitness - CIMB Plaza,ChIJ-bLIA4UZ2jERHirBRiJCZWw,"30 Raffles Pl, B2-01 CIMB Plaza, Singapore 048622",1.2841089,103.852015,4.4,91,https://tfx.sg/,6438 3000,fitness_center,"Kampong Glam, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,True,True,Local
Platinum Fitness Raffles Place,ChIJbb6U5B0Z2jERny2AdZcF2oc,"50 Raffles Pl, #02-05 Singapore Land Tower, Singapore 048623",1.2847487,103.8519923,4.9,8,https://www.platinumfitness.sg/,8181 7334,fitness_center,"Kampong Glam, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,True,True,Local
CrossFit Kampung,ChIJ4cAxvGIZ2jER86NKOHjesCk,"26 Opal Cres, Singapore 328420",1.3281209,103.8669369,4.9,58,https://www.thekampunggym.com/,9635 0691,fitness_center,"Kampong Glam, Singapore",Fitness Studio,TOA PAYOH,10071.888371896875,35569.0,True,True,True,Local
24/7 Fitness Tampines North CC,ChIJISrh04w92jERLWPeVSEXrhU,"2 Tampines Street 41, #03-01 Tampines North Community Club, Singapore 529204",1.3572742,103.9466728,5.0,276,https://www.instagram.com/247fitness_tampinesnorthcc/,8892 2255,fitness_center,"Tampines, Singapore",Fitness Studio,PASIR RIS,11846.999197728956,40510.0,True,True,True,Local
Anytime Fitness Tampines Grande,ChIJHe79HGc92jER59RrJhPT9nw,"7 Tampines Grande, #01-02/03/04/05, Singapore 528736",1.3552028,103.94154,4.1,59,https://www.anytimefitness.sg/gyms/sg-0151/tampines-south-east-528736/,8897 4673,fitness_center,"Tampines, Singapore",Fitness Studio,PASIR RIS,11846.999197728956,40510.0,True,True,True,Local
Anytime Fitness Tampines Central,ChIJkx67ZFk92jERajUJMQTq7yg,"866A Tampines Street 83, #03-10 Central Community Complex, Singapore 521866",1.3553724,103.9344296,4.4,67,https://www.anytimefitness.sg/gyms/sg-0039/singapore-north-east-521866/,9623 2183,fitness_center,"Tampines, Singapore",Fitness Studio,PAYA LEBAR,0.0,0.0,True,True,True,Local
BFT Tampines Central,ChIJWUUWCA492jERLJXhGKG_0jY,"9 Tampines Grande, Asia Green #01-15, Singapore 528735",1.3557701,103.9414999,4.9,57,https://bodyfittraining.com/,8128 9064,fitness_center,"Tampines, Singapore",BFT,PASIR RIS,11846.999197728956,40510.0,True,True,True,Local
BFT Tampines West,ChIJk551_rQ92jER23WdyDP6nCA,"6 Tampines Street 92, #02-06 yo:HA, Singapore 528893",1.3434187,103.9415563,5.0,113,http://bft.studio/tampineswest/gmb,8022 6221,fitness_center,"Tampines, Singapore",BFT,TAMPINES,10327.216990999425,72662.0,True,True,True,Local
Tampines ActiveSG Gym,ChIJAwBAjw092jERKTsnmTemDJU,"1 Tampines Walk, #07-31, Singapore 528523",1.3536977,103.9407675,3.7,236,https://www.activesgcircle.gov.sg/facilities/tampines-activesg-gym,6385 3718,fitness_center,"Tampines, Singapore",Fitness Studio,PASIR RIS,11846.999197728956,40510.0,True,True,True,Local
Anytime Fitness Tampines,ChIJJ6RycA092jERhrzRHMJKfpU,"506 Tampines Central 1, #03-361, Singapore 520506",1.3561472,103.945877,4.7,365,https://www.anytimefitness.sg/tampines,9865 1970,fitness_center,"Tampines, Singapore",Fitness Studio,PASIR RIS,11846.999197728956,40510.0,True,True,True,Local
BFT Tampines East,ChIJp5rim0092jERin8vUxaHXgM,"484 Tampines Street 43, #01-224, N 4 Neighbourhood Centre, Singapore 520484",1.361917,103.9528879,4.9,22,https://www.bft.studio/tampineseast/trial/,8157 0151,fitness_center,"Tampines, Singapore",BFT,PASIR RIS,11846.999197728956,40510.0,True,True,True,Local
Anytime Fitness,ChIJs-_B1-492jER30H1zKMHqBo,"Tampines West Community Club, 5 Tampines Ave 3, #2F, Singapore 529705",1.3488129,103.9357439,4.2,1345,https://anytimefitness.sg/gyms/SG-0045/singapore-south-east-529705,8186 7478,fitness_center,"Tampines, Singapore",Fitness Studio,PAYA LEBAR,0.0,0.0,True,True,True,Local
Contours Express Women's Gym Tampines,ChIJR0ZbQxs92jERhGbbRYWAma4,"201E Tampines St 23, #04-96, Singapore 527201",1.3530993,103.9542185,4.8,88,http://www.contoursexpress.com.sg/,6782 8781,fitness_center,"Tampines, Singapore",Fitness Studio,TAMPINES,10327.216990999425,72662.0,True,True,True,Local
Just Jym Tampines West,ChIJ7agLIbE92jERdM5fnY20ObE,"823 Tampines Street 81, #02-00, Singapore 520823",1.3486689,103.934117,4.3,53,https://www.justjym.sg/,8157 1181,fitness_center,"Tampines, Singapore",Fitness Studio,PAYA LEBAR,0.0,0.0,True,True,True,Local
True Fitness,ChIJCQAZShI92jERwIwnFxAxhqM,"300 Tampines Ave 5, #08-01/04 NTUC Income, Singapore 529653",1.3523955,103.9419326,4.0,335,http://www.truefitness.com.sg/,6788 9555,fitness_center,"Tampines, Singapore",Fitness Studio,TAMPINES,10327.216990999425,72662.0,True,True,True,Local
Amore Fitness & Define Tampines 1,ChIJHwAAsA492jER2ZxCQaptUv8,"10 Tampines Central 1, #05 – 18, Singapore 529536",1.3542959,103.9449969,4.5,87,http://www.amorefitness.com/,6789 8822,fitness_center,"Tampines, Singapore",Fitness Studio,PASIR RIS,11846.999197728956,40510.0,True,True,True,Local
